iter	RMSE
272	0.1467435927
273	0.146683303
274	0.1465390682
275	0.1465121878
276	0.1464420612
277	0.1464314325
278	0.1463683677
279	0.1463172967
280	0.1462984899
281	0.1462254922
282	0.1461336056
283	0.1461229797
284	0.1461164453
285	0.1460752291
286	0.1460642933
287	0.1460467443
288	0.1460073778
289	0.1459828427
290	0.1459332674
291	0.1459063259
292	0.1458593116
293	0.1457956974
294	0.1457546897
295	0.1456949222
296	0.1456442625
297	0.1455707155
298	0.1455452215
299	0.145453894
300	0.1454502817
301	0.1454007927
302	0.1453171389
303	0.1452867303
304	0.1452457009
305	0.1452344734
306	0.1452250325
307	0.1451797832
308	0.1451489912
309	0.1450352563
310	0.1449843874
311	0.144932566
312	0.1448831694
313	0.144844292
314	0.1448303123
315	0.1447780525
316	0.1447048499
317	0.1446682001
318	0.1446251298
319	0.1445732403
320	0.1445285532
321	0.144444802
322	0.144392738
323	0.1443562775
324	0.1442869768
325	0.1442369091
326	0.1441989376
327	0.1441667145
328	0.1441477537
329	0.1441054046
330	0.144080478
331	0.1440185679
332	0.1439499524
333	0.1439208763
334	0.1438155013
335	0.1438063416
336	0.1437323402
337	0.1437176133
338	0.1436650613
339	0.1436381071
340	0.1435931667
341	0.143532913
342	0.1435205654
343	0.1434722109
344	0.1434346182
345	0.1434203072
346	0.1433865521
347	0.1433683764
348	0.1433435753
349	0.1433143441
350	0.1432983767
351	0.1432098174
352	0.1431826668
353	0.1431599254
354	0.1431007882
355	0.1430926368
356	0.1430658642
357	0.1430055605
358	0.1429496076
359	0.1429156057
360	0.1428793456
361	0.1428241558
362	0.1427503482
363	0.142710839
364	0.1426966816
365	0.1426741642
366	0.1426381346
367	0.1425579963
368	0.1425262831
369	0.142495608
370	0.1424661641
371	0.1424396536
372	0.1423888289
373	0.1423545173
374	0.142341072
375	0.1422848035
376	0.1422757283
377	0.1422373804
378	0.142216256
379	0.1422149856
380	0.142143945
381	0.1420805954
382	0.1420752543
383	0.1420230119
384	0.1419824112
385	0.1419139443
386	0.1418630465
387	0.1417973797
388	0.1417767124
389	0.1417302669
390	0.1416850969
391	0.1416425243
392	0.1415263648
393	0.1415122858
394	0.1414972019
395	0.1413882061
396	0.1413600191
397	0.1413566603
398	0.1413052408
399	0.1412430221
400	0.1412336057
401	0.1411796533
402	0.1411496834
403	0.1411275731
404	0.1410981196
405	0.1410565708
406	0.1410309813
407	0.141022505
408	0.1409890895
409	0.140980378
410	0.1409450104
411	0.1408674257
412	0.140818111
413	0.1407601018
414	0.1406887001
415	0.1405820353
416	0.1405234229
417	0.1405071686
418	0.1404424113
419	0.1404092874
420	0.140379901
421	0.1403488569
422	0.1403111669
423	0.1402491812
424	0.1402181931
425	0.1401965494
426	0.1401587172
427	0.1400980529
428	0.1400251051
429	0.1400132534
430	0.1400057027
431	0.1399761789
432	0.139952526
433	0.1399215934
434	0.1398468961
435	0.1398355506
436	0.1398154302
437	0.1397889901
438	0.1397643787
439	0.1396955154
440	0.1396132762
441	0.13960043
442	0.1395463444
443	0.1395262877
444	0.1395071566
445	0.1394848532
446	0.1394409727
447	0.1394052128
448	0.1393422574
449	0.1392703095
450	0.1392320615
451	0.1392315857
452	0.1391717536
453	0.139149827
454	0.1391048482
455	0.1390370819
456	0.1390219167
457	0.1389433631
458	0.1388947836
459	0.1388306094
460	0.1387610386
461	0.1387249013
462	0.1387012566
463	0.1387008102
464	0.1386382785
465	0.1386228683
466	0.1385878324
467	0.1385474336
468	0.1385280781
469	0.1385114216
470	0.138461063
471	0.1384312789
472	0.1383967596
473	0.1383682401
474	0.1383558097
475	0.1383384299
476	0.1383146734
477	0.1382846116
478	0.1382728122
479	0.1382317534
480	0.1382075555
481	0.1381878797
482	0.1381622302
483	0.1381205163
484	0.1381029376
485	0.1380801185
486	0.1380797616
487	0.1380562211
488	0.1380225869
489	0.1379885253
490	0.1379466791
491	0.1379355626
492	0.1379117842
493	0.1378874092
494	0.1378166162
495	0.1377876725
496	0.1377721054
497	0.1377369636
498	0.1377161621
499	0.13771584
500	0.1376770934
501	0.1376353507
502	0.1375568005
503	0.1375425559
504	0.1375402937
505	0.1375222549
506	0.1374566652
507	0.1373848998
508	0.137355733
509	0.1373323866
510	0.1373018326
511	0.1372621861
512	0.1371892949
513	0.1371542504
514	0.1370868769
515	0.1370658224
516	0.1370472844
517	0.1370168909
518	0.1369721675
519	0.1369378625
520	0.1369054939
521	0.1368733292
522	0.1368580791
523	0.1367957166
524	0.1367634214
525	0.136755588
526	0.1367326549
527	0.1367177442
528	0.1366675572
529	0.1366463666
530	0.136617317
531	0.1366024775
532	0.1365716051
533	0.1365448775
534	0.1365250885
535	0.1364886468
536	0.1364681335
537	0.1364478137
538	0.136437477
539	0.1364239798
540	0.1363737664
541	0.1363128268
542	0.1362847127
543	0.1362779254
544	0.1362520583
545	0.136202033
546	0.1361535446
547	0.1361021168
548	0.1360700647
549	0.1360212397
550	0.135992464
551	0.1359824202
552	0.1359693833
553	0.1359594779
554	0.135926738
555	0.1359035069
556	0.1358851981
557	0.1358749205
558	0.1358127954
559	0.1357913482
560	0.1357335298
561	0.1357098805
562	0.135674516
563	0.1356391653
564	0.1356268444
565	0.1355797921
566	0.1355767497
567	0.1355626795
568	0.1355532144
569	0.1355380064
570	0.1355256331
571	0.1354968087
572	0.1354740749
573	0.1354463538
574	0.1354375078
575	0.1354097607
576	0.1354069015
577	0.1353815113
578	0.1353585212
579	0.1353376865
580	0.1353291757
581	0.1353127251
582	0.1352935387
583	0.1352933164
584	0.1352741223
585	0.1352605637
586	0.1352208713
587	0.1351848477
588	0.1351652765
589	0.1351036173
590	0.1350749089
591	0.1350657739
592	0.1350286531
593	0.1349986878
594	0.1349695736
595	0.1349486415
596	0.1349100663
597	0.1349019889
598	0.1348648183
599	0.1347920991
600	0.1347593666
601	0.1347401674
602	0.1347308548
603	0.1347042044
604	0.1346710455
605	0.1345962717
606	0.1345569297
607	0.134534296
608	0.1345142096
609	0.1344789646
610	0.134430324
611	0.1344043594
612	0.1343862185
613	0.1343512131
614	0.1343399425
615	0.1343177183
616	0.1343072135
617	0.134300376
618	0.1342760691
619	0.1342055462
620	0.1341819362
621	0.1341468621
622	0.1341134084
623	0.1340874719
624	0.1340671242
625	0.1340515286
626	0.1340250147
627	0.1339996772
628	0.1339994313
629	0.1339763821
630	0.1339300747
631	0.1339242788
632	0.1338925839
633	0.1338636319
634	0.1338591063
635	0.1338158579
636	0.1337797405
637	0.1337631967
638	0.1337499458
639	0.1337343744
640	0.133712016
641	0.1336865486
642	0.1336587025
643	0.1336093853
644	0.133600822
645	0.1335808057
646	0.1335568636
647	0.1335388697
648	0.1335379994
649	0.1334909073
650	0.1334714433
651	0.133471213
652	0.1334521033
653	0.1333972732
654	0.1333787809
655	0.133342154
656	0.1333091071
657	0.1332504394
658	0.1332227611
659	0.1332061722
660	0.1331298659
661	0.1330826217
662	0.1330654701
663	0.1330586695
664	0.1330161727
665	0.1329879718
666	0.1329685458
667	0.1329427792
668	0.1329224961
669	0.1329012472
670	0.132883476
671	0.1327960352
672	0.1327642686
673	0.1327535786
674	0.1327237764
675	0.1326946635
676	0.1326675887
677	0.132660328
678	0.1326391309
679	0.1325997796
680	0.1325955512
681	0.1325670541
682	0.1325601494
683	0.1325088121
684	0.1324873538
685	0.1324684283
686	0.1324567448
687	0.1324392783
688	0.1324110937
689	0.1323829842
690	0.1323674945
691	0.1323627828
692	0.1323310561
693	0.1323126709
694	0.132296649
695	0.1322712677
696	0.1322179794
697	0.1322034917
698	0.1321751217
699	0.1321163576
700	0.1321102497
701	0.1321050695
702	0.1320642222
703	0.1320154767
704	0.1320016572
705	0.1319918358
706	0.1319857858
707	0.1319319213
708	0.131914476
709	0.1318903675
710	0.1318619929
711	0.1318505561
712	0.1318360205
713	0.1318330461
714	0.1317973042
715	0.1317652535
716	0.1317280843
717	0.1316856691
718	0.1316477374
719	0.1316411393
720	0.1316202929
721	0.1315986087
722	0.1315727429
723	0.1315514949
724	0.1315207733
725	0.1315014075
726	0.1314787859
727	0.1314299896
728	0.1313988233
729	0.1313642628
730	0.1313523623
731	0.1313404157
732	0.1312741777
733	0.131264982
734	0.1312467453
735	0.1312212393
736	0.1312199748
737	0.1311859172
738	0.1311559042
739	0.1311329423
740	0.1311125631
741	0.1310859
742	0.1310635997
743	0.1310457136
744	0.1309817206
745	0.1309465236
746	0.1309284287
747	0.1309088389
748	0.130845758
749	0.1308147663
750	0.1307820521
751	0.1307545752
752	0.1307137907
753	0.1306926943
754	0.1306789136
755	0.1306479175
756	0.1306009347
757	0.1305896935
758	0.1305586282
759	0.1305106624
760	0.1304863363
761	0.1304291493
762	0.1304040727
763	0.1303854707
764	0.1303316503
765	0.1302957259
766	0.1302626157
767	0.1302250151
768	0.1302027746
769	0.1302003092
770	0.1301809301
771	0.1301571087
772	0.1301272758
773	0.130099923
774	0.1300968258
775	0.1300838075
776	0.1300811043
777	0.1300561549
778	0.1300467259
779	0.1300345664
780	0.1300094265
781	0.1300063362
782	0.1299855382
783	0.1299804446
784	0.1299334425
785	0.1299027998
786	0.1298789269
787	0.1298491175
788	0.1298309163
789	0.1298191649
790	0.1297910258
791	0.1297796851
792	0.1297736979
793	0.1297497263
794	0.1297260938
795	0.1297243306
796	0.1296894514
797	0.1296756567
798	0.1296525026
799	0.1296385298
800	0.129612118
801	0.1296002781
802	0.1295376765
803	0.1295320844
804	0.1294964343
805	0.1294746329
806	0.1294350641
807	0.1294102911
808	0.1293891651
809	0.1293504774
810	0.1293208886
811	0.1292673381
812	0.1292465162
813	0.1292315617
814	0.1291876784
815	0.1291841426
816	0.1291558423
817	0.1291295259
818	0.1291030507
819	0.1290949906
820	0.1290500094
821	0.1290448172
822	0.1290049615
823	0.1289750615
824	0.1289444401
825	0.128923644
826	0.1289106161
827	0.1289006649
828	0.1288872051
829	0.1288549507
830	0.1288264146
831	0.1288149177
832	0.1287643307
833	0.1287528595
834	0.1287397162
835	0.1287268075
836	0.128693375
837	0.1286441492
838	0.1286188134
839	0.1285777837
840	0.1285562901
841	0.1285488609
842	0.1285393264
843	0.1285210762
844	0.1284994945
845	0.1284848518
846	0.1284427679
847	0.1284262294
848	0.1283951161
849	0.1283791391
850	0.1283440938
851	0.1283345631
852	0.1283163937
853	0.1283085768
854	0.128280337
855	0.1282740665
856	0.1282347807
857	0.1282162982
858	0.1281937252
859	0.1281714706
860	0.1281331976
861	0.1281213889
862	0.1280773928
863	0.1280669679
864	0.1280400224
865	0.1280096388
866	0.1279818744
867	0.1279617617
868	0.127937637
869	0.127925871
870	0.1279200296
871	0.1278935725
872	0.127889134
873	0.1278790689
874	0.1278493164
875	0.127811015
876	0.1278018116
877	0.1277893811
878	0.1277681595
879	0.127761218
880	0.1277465545
881	0.127724073
882	0.1277227007
883	0.1277201209
884	0.1277014376
885	0.1276990842
886	0.1276672988
887	0.1276410227
888	0.1276118834
889	0.1275599113
890	0.1275065114
891	0.1274894689
892	0.1274769526
893	0.1274557885
894	0.1274430557
895	0.1274396377
896	0.1274326328
897	0.1274061343
898	0.1273855106
899	0.1273742924
900	0.1273638202
901	0.1273588925
902	0.1273470959
903	0.127322392
904	0.1273142625
905	0.1272804921
906	0.1272419068
907	0.1272281114
908	0.127194538
909	0.1271524544
910	0.1271287834
911	0.1271058533
912	0.1270842445
913	0.1270610364
914	0.1270365856
915	0.1270126674
916	0.1269730123
917	0.1269609979
918	0.1269515674
919	0.1269316712
920	0.1269185755
921	0.1268842186
922	0.1268626318
923	0.1268275064
924	0.1268077027
925	0.1267565695
926	0.1267374855
927	0.1267293214
928	0.1267161068
929	0.1266983116
930	0.1266880467
931	0.1266627807
932	0.1266492761
933	0.1266309966
934	0.1266063908
935	0.1265887202
936	0.1265709852
937	0.1265406843
938	0.1265192463
939	0.1265045035
940	0.126480155
941	0.1264564724
942	0.1263916571
943	0.126376198
944	0.1263593929
945	0.1262994181
946	0.1262731595
947	0.1262445595
948	0.1262415561
949	0.1262136267
950	0.1262023755
951	0.1261975905
952	0.1261677294
953	0.1261230728
954	0.1261026976
955	0.1260633628
956	0.1260398177
957	0.126025986
958	0.1259713049
959	0.1259606154
960	0.1259509094
961	0.1259436304
962	0.1259289494
963	0.1258807816
964	0.125835929
965	0.1257950744
966	0.1257714515
967	0.1257519808
968	0.1257392556
969	0.12572886
970	0.1256951754
971	0.1256836615
972	0.1256620452
973	0.1256226737
974	0.1256117505
975	0.1255948996
976	0.1255567136
977	0.1255367244
978	0.1255138377
979	0.1255023232
980	0.1254734901
981	0.1254518722
982	0.1254221346
983	0.125412364
984	0.1253890789
985	0.1253682897
986	0.1253320559
987	0.1253072399
988	0.1252750657
989	0.125254212
990	0.1252347648
991	0.1252262134
992	0.1251888258
993	0.1251790999
994	0.1251577151
995	0.125138974
996	0.1251047244
997	0.1250758187
998	0.1250528693
999	0.1250322729
